comment,"Heat output in kW per m2 solar field, based on free 2005 DNI data from HelioClim (HC3v2: http://www.soda-is.com/eng/helioclim/index.html), processed with the CSP plant model described by Gauche, P., von Backstrom, T.W. & Brent, A.C., 2011. CSP Modeling Methodology for Macro Decision Making - Emphasis on the Central Receiver Type. In Granada, Spain.","Heat output in kW per m2 solar field, based on free 2005 DNI data from HelioClim (HC3v2: http://www.soda-is.com/eng/helioclim/index.html), processed with the CSP plant model described by Gauche, P., von Backstrom, T.W. & Brent, A.C., 2011. CSP Modeling Methodology for Macro Decision Making - Emphasis on the Central Receiver Type. In Granada, Spain.","Heat output in kW per m2 solar field, based on free 2005 DNI data from HelioClim (HC3v2: http://www.soda-is.com/eng/helioclim/index.html), processed with the CSP plant model described by Gauche, P., von Backstrom, T.W. & Brent, A.C., 2011. CSP Modeling Methodology for Macro Decision Making - Emphasis on the Central Receiver Type. In Granada, Spain.","Time series in kWh based on modified data from the IIASA GAINS model database. Amann, M., et al., Cost-effective control of air quality and greenhouse gases in Europe: Modeling and policy applications. Environmental Modelling & Software, 2011. 26(12): p. 1489-1501.","Time series in kWh based on modified data from the IIASA GAINS model database. Amann, M., et al., Cost-effective control of air quality and greenhouse gases in Europe: Modeling and policy applications. Environmental Modelling & Software, 2011. 26(12): p. 1489-1501."
nodes,region1_1,region1_2,region1_3,region1,region2
techs,csp,csp,csp,demand_power,demand_power
parameters,source_use_max,source_use_max,source_use_max,sink_use_equals,sink_use_equals
timesteps,,,,,
2005-01-19 00:00,0,0,0,27749.984,2254.098
2005-01-19 01:00,0,0,0,27463.328,2131.148
2005-01-19 02:00,0,0,0,27643.44,2090.164
2005-01-19 03:00,0,0,0,28450.048,2131.148
2005-01-19 04:00,0,0,0,31027.392,2172.132
2005-01-19 05:00,0,0,0,34211.6,2172.132
2005-01-19 06:00,0,0.017297,0,36000,2213.114
2005-01-19 07:00,0.039791,0.193277,0,36507.584,2295.082
2005-01-19 08:00,0.286024,0.317414,0,36666.432,2459.016
2005-01-19 09:00,0.443767,0.376292,0.022920000000000003,36732.448,2459.016
2005-01-19 10:00,0.5220640000000001,0.312623,0.184976,36308,2418.032
2005-01-19 11:00,0.53358,0.074631,0.295222,36068.624,2418.032
2005-01-19 12:00,0.524122,0,0.32687900000000003,36030.192,2377.05
2005-01-19 13:00,0.46545299999999995,0,0.277296,36167.104,2336.066
2005-01-19 14:00,0.34554,0,0.15772999999999998,36885.472,2295.082
2005-01-19 15:00,0.13229000000000002,0,0.009274,38192.192,2459.016
2005-01-19 16:00,0,0,0,39261.344,2909.836
2005-01-19 17:00,0,0,0,39152.432,2868.852
2005-01-19 18:00,0,0,0,37372.768,2786.886
2005-01-19 19:00,0,0,0,35596.816,2745.902
2005-01-19 20:00,0,0,0,33748.192,2622.95
2005-01-19 21:00,0,0,0,31449.504,2459.016
2005-01-19 22:00,0,0,0,29557.344,2254.098
2005-01-19 23:00,0,0,0,28378.944,2295.082
2005-01-20 00:00,0,0,0,27727.264,2254.098
2005-01-20 01:00,0,0,0,27451.248,2131.148
2005-01-20 02:00,0,0,0,27685.328,2090.164
2005-01-20 03:00,0,0,0,28538.336,2131.148
2005-01-20 04:00,0,0,0,31050.544,2172.132
2005-01-20 05:00,0,0,0,34191.52,2172.132
2005-01-20 06:00,0,0,0,35976.56,2213.114
2005-01-20 07:00,0.032777,0.14632499999999998,0,36474.816,2295.082
2005-01-20 08:00,0.259372,0.304371,0,36582.816,2459.016
2005-01-20 09:00,0.428626,0.284474,0.07205,36640.864,2459.016
2005-01-20 10:00,0.47509799999999996,0.337241,0.224206,36186.128,2418.032
2005-01-20 11:00,0.4477680000000001,0.23697600000000002,0.30179,35862.304,2418.032
2005-01-20 12:00,0.503333,0.103901,0.32313800000000004,35584.576,2377.05
2005-01-20 13:00,0.475811,0,0.28683600000000004,35607.68,2336.066
2005-01-20 14:00,0.329556,0,0.189695,36423.024,2295.082
2005-01-20 15:00,0.140014,0,0.034033999999999995,37683.056,2459.016
2005-01-20 16:00,0,0,0,38695.456,2909.836
2005-01-20 17:00,0,0,0,38284.704,2868.852
2005-01-20 18:00,0,0,0,36674.976,2786.886
2005-01-20 19:00,0,0,0,34978.752,2745.902
2005-01-20 20:00,0,0,0,33375.68,2622.95
2005-01-20 21:00,0,0,0,31249.728,2459.016
2005-01-20 22:00,0,0,0,29615.296,2254.098
2005-01-20 23:00,0,0,0,28378.032,2295.082
2005-01-21 00:00,0,0,0,27560.64,2254.098
2005-01-21 01:00,0,0,0,27080,2131.148
2005-01-21 02:00,0,0,0,26923.904,2090.164
2005-01-21 03:00,0,0,0,26778.544,2131.148
2005-01-21 04:00,0,0,0,27729.936,2172.132
2005-01-21 05:00,0,0,0,29538.896,2172.132
2005-01-21 06:00,0,0,0,31188.72,2213.114
2005-01-21 07:00,0.013146000000000001,0.083385,0,32447.392,2295.082
2005-01-21 08:00,0.222284,0.168403,0,33155.136,2459.016
2005-01-21 09:00,0.381125,0.040572000000000004,0.069044,33413.68,2459.016
2005-01-21 10:00,0.490704,0.107925,0.21557,33026.8,2418.032
2005-01-21 11:00,0.506595,0.048372000000000005,0.29205400000000004,32519.168,2418.032
2005-01-21 12:00,0.486921,0.032977,0.315715,32233.008,2377.05
2005-01-21 13:00,0.466265,0,0.276712,32181.616,2336.066
2005-01-21 14:00,0.32813099999999995,0,0.186297,33078.208,2295.082
2005-01-21 15:00,0.110327,0,0.033321,34585.472,2459.016
2005-01-21 16:00,0,0,0,35939.664,2909.836
2005-01-21 17:00,0,0,0,36020.096,2868.852
2005-01-21 18:00,0,0,0,34675.024,2786.886
2005-01-21 19:00,0,0,0,33315.888,2745.902
2005-01-21 20:00,0,0,0,32040.368,2622.95
2005-01-21 21:00,0,0,0,29763.328,2459.016
2005-01-21 22:00,0,0,0,28234.368,2254.098
2005-01-21 23:00,0,0,0,26993.648,2295.082
2005-01-22 00:00,0,0,0,26123.696,2254.098
2005-01-22 01:00,0,0,0,25537.248,2131.148
2005-01-22 02:00,0,0,0,25240.448,2090.164
2005-01-22 03:00,0,0,0,24921.088,2131.148
2005-01-22 04:00,0,0,0,25313.84,2172.132
2005-01-22 05:00,0,0,0,26459.424,2172.132
2005-01-22 06:00,0,0,0,27879.856,2213.114
2005-01-22 07:00,0.034522000000000004,0.083223,0,29357.184,2295.082
2005-01-22 08:00,0.256357,0.141978,0,30426.816,2459.016
2005-01-22 09:00,0.43694399999999994,0.071338,0.073095,30994.288,2459.016
2005-01-22 10:00,0.5186689999999999,0.04359,0.219138,30825.28,2418.032
2005-01-22 11:00,0.5206149999999999,0,0.29556400000000005,30422.4,2418.032
2005-01-22 12:00,0.5224449999999999,0,0.31688,30253.776,2377.05
2005-01-22 13:00,0.45650799999999997,0,0.28171,30235.136,2336.066
2005-01-22 14:00,0.33115100000000003,0,0.189299,31073.552,2295.082
2005-01-22 15:00,0.134321,0,0.036054,32869.792,2459.016
2005-01-22 16:00,0,0,0,34518.16,2909.836
2005-01-22 17:00,0,0,0,35011.616,2868.852
2005-01-22 18:00,0,0,0,34058.288,2786.886
2005-01-22 19:00,0,0,0,32954.096,2745.902
2005-01-22 20:00,0,0,0,31737.36,2622.95
2005-01-22 21:00,0,0,0,29958.496,2459.016
2005-01-22 22:00,0,0,0,28404.384,2254.098
2005-01-22 23:00,0,0,0,27530.256,2295.082
2005-01-23 00:00,0,0,0,26973.072,2254.098
2005-01-23 01:00,0,0,0,26756.304,2131.148
2005-01-23 02:00,0,0,0,27054.512,2090.164
2005-01-23 03:00,0,0,0,28177.232,2131.148
2005-01-23 04:00,0,0,0,31057.52,2172.132
2005-01-23 05:00,0,0,0,34388.624,2172.132
2005-01-23 06:00,0,0,0,36396.672,2213.114
2005-01-23 07:00,0.037691,0,0,37118.208,2295.082
2005-01-23 08:00,0.28193,0,0,37386.08,2459.016
2005-01-23 09:00,0.44257700000000005,0,0.06819,37496.048,2459.016
2005-01-23 10:00,0.529525,0.001067,0.220098,37059.424,2418.032
2005-01-23 11:00,0.5411199999999999,0,0.29776199999999997,36946.288,2418.032
2005-01-23 12:00,0.528918,0,0.30228700000000003,36778.944,2377.05
2005-01-23 13:00,0.473203,0,0.277445,36730.496,2336.066
2005-01-23 14:00,0.357336,0,0.1702,37231.344,2295.082
2005-01-23 15:00,0.14185799999999998,0,0.028167,38572.272,2459.016
2005-01-23 16:00,0,0,0,39842.848,2909.836
2005-01-23 17:00,0,0,0,39622.304,2868.852
2005-01-23 18:00,0,0,0,38210.976,2786.886
2005-01-23 19:00,0,0,0,36218.544,2745.902
2005-01-23 20:00,0,0,0,34477.632,2622.95
2005-01-23 21:00,0,0,0,32341.488,2459.016
2005-01-23 22:00,0,0,0,30529.072,2254.098
2005-01-23 23:00,0,0,0,29458.096,2295.082
2005-01-24 00:00,0,0,0,28851.536,2254.098
2005-01-24 01:00,0,0,0,28540.768,2131.148
2005-01-24 02:00,0,0,0,28716.032,2090.164
2005-01-24 03:00,0,0,0,29544.576,2131.148
2005-01-24 04:00,0,0,0,32123.072,2172.132
2005-01-24 05:00,0,0,0,35296.368,2172.132
2005-01-24 06:00,0,0.00138,0,37228.432,2213.114
2005-01-24 07:00,0.040365000000000005,0.15224200000000002,0,37836.816,2295.082
2005-01-24 08:00,0.283055,0.291154,0,37943.072,2459.016
2005-01-24 09:00,0.44535600000000003,0.375958,0.051471,37905.936,2459.016
2005-01-24 10:00,0.5278250000000001,0.3971130000000001,0.21494699999999997,37248.176,2418.032
2005-01-24 11:00,0.542049,0.34833200000000003,0.29430300000000004,36924.208,2418.032
2005-01-24 12:00,0.532011,0.21514299999999997,0.321142,36725.024,2377.05
2005-01-24 13:00,0.47755200000000003,0.038171,0.28049,36757.872,2336.066
2005-01-24 14:00,0.36094299999999996,0,0.190243,37276.384,2295.082
2005-01-24 15:00,0.147059,0,0.038724,38846.304,2459.016
2005-01-24 16:00,0,0,0,40000,2909.836
2005-01-24 17:00,0,0,0,39911.856,2868.852
2005-01-24 18:00,0,0,0,38306.992,2786.886
2005-01-24 19:00,0,0,0,36484.768,2745.902
2005-01-24 20:00,0,0,0,34782.816,2622.95
2005-01-24 21:00,0,0,0,32502,2459.016
2005-01-24 22:00,0,0,0,30734.336,2254.098
2005-01-24 23:00,0,0,0,29662.272,2295.082
2005-01-25 00:00,0,0,0,28972.736,2254.098
2005-01-25 01:00,0,0,0,28674.288,2131.148
2005-01-25 02:00,0,0,0,28820.816,2090.164
2005-01-25 03:00,0,0,0,29545.024,2131.148
2005-01-25 04:00,0,0,0,32056.928,2172.132
2005-01-25 05:00,0,0,0,35218.24,2172.132
2005-01-25 06:00,0,0,0,37214.496,2213.114
2005-01-25 07:00,0.039979,0,0,37835.216,2295.082
2005-01-25 08:00,0.284083,0,0,37965.584,2459.016
2005-01-25 09:00,0.44376899999999997,0,0.080472,37894.192,2459.016
2005-01-25 10:00,0.529175,0,0.220455,37379.904,2418.032
2005-01-25 11:00,0.5448930000000001,0,0.301888,37075.584,2418.032
2005-01-25 12:00,0.5389729999999999,0,0.243996,36892.272,2377.05
2005-01-25 13:00,0.484746,0,0.264502,36869.264,2336.066
2005-01-25 14:00,0.370898,0,0.116072,37538.128,2295.082
2005-01-25 15:00,0.15542999999999998,0,0,38739.968,2459.016
2005-01-25 16:00,0,0,0,39900.064,2909.836
2005-01-25 17:00,0,0,0,39725.04,2868.852
2005-01-25 18:00,0,0,0,38220.208,2786.886
2005-01-25 19:00,0,0,0,36382.8,2745.902
2005-01-25 20:00,0,0,0,34686.672,2622.95
2005-01-25 21:00,0,0,0,32380.608,2459.016
2005-01-25 22:00,0,0,0,30608.432,2254.098
2005-01-25 23:00,0,0,0,29551.424,2295.082
2005-01-26 00:00,0,0,0,28913.856,2254.098
2005-01-26 01:00,0,0,0,28659.968,2131.148
2005-01-26 02:00,0,0,0,28743.408,2090.164
2005-01-26 03:00,0,0,0,29498.032,2131.148
2005-01-26 04:00,0,0,0,32027.264,2172.132
2005-01-26 05:00,0,0,0,35143.392,2172.132
2005-01-26 06:00,0,0,0,37003.568,2213.114
2005-01-26 07:00,0.035838,0,0,37663.264,2295.082
2005-01-26 08:00,0.28924700000000003,0.14385,0,37787.312,2459.016
2005-01-26 09:00,0.448442,0.352577,0.066313,37777.168,2459.016
2005-01-26 10:00,0.532287,0.29616000000000003,0.21495300000000003,37280.512,2418.032
2005-01-26 11:00,0.543243,0.26664899999999997,0.293453,37023.264,2418.032
2005-01-26 12:00,0.543358,0.074306,0.292009,36893.152,2377.05
2005-01-26 13:00,0.48713900000000004,0,0.235337,36967.504,2336.066
2005-01-26 14:00,0.372132,0,0.14615699999999998,37607.92,2295.082
2005-01-26 15:00,0.151503,0,0,39000.064,2459.016
2005-01-26 16:00,0,0,0,39944.96,2909.836
2005-01-26 17:00,0,0,0,39982.288,2868.852
2005-01-26 18:00,0,0,0,38249.76,2786.886
2005-01-26 19:00,0,0,0,36627.76,2745.902
2005-01-26 20:00,0,0,0,34827.184,2622.95
2005-01-26 21:00,0,0,0,32504.56,2459.016
2005-01-26 22:00,0,0,0,30691.424,2254.098
2005-01-26 23:00,0,0,0,29726.976,2295.082
2005-01-27 00:00,0,0,0,29091.984,2254.098
2005-01-27 01:00,0,0,0,28795.824,2131.148
2005-01-27 02:00,0,0,0,28924.688,2090.164
2005-01-27 03:00,0,0,0,29660.816,2131.148
2005-01-27 04:00,0,0,0,32127.104,2172.132
2005-01-27 05:00,0,0,0,35266.096,2172.132
2005-01-27 06:00,0,0,0,37083.6,2213.114
2005-01-27 07:00,0.035034,0.052097,0,37697.616,2295.082
2005-01-27 08:00,0.281094,0.075923,0,37882.544,2459.016
2005-01-27 09:00,0.43761700000000003,0.31336400000000003,0.016430999999999998,37932,2459.016
2005-01-27 10:00,0.5231910000000001,0.341417,0.17621199999999998,37454.32,2418.032
2005-01-27 11:00,0.5359119999999999,0.261205,0.29929700000000004,37103.792,2418.032
2005-01-27 12:00,0.524039,0.15388,0.32629400000000003,36796.8,2377.05
2005-01-27 13:00,0.47461499999999995,0.012323,0.27041000000000004,36746.416,2336.066
2005-01-27 14:00,0.361594,0,0.109723,37296.384,2295.082
2005-01-27 15:00,0.152646,0,0,38601.248,2459.016
2005-01-27 16:00,0,0,0,39677.632,2909.836
2005-01-27 17:00,0,0,0,39389.04,2868.852
2005-01-27 18:00,0,0,0,37710.096,2786.886
2005-01-27 19:00,0,0,0,36069.104,2745.902
2005-01-27 20:00,0,0,0,34448.368,2622.95
2005-01-27 21:00,0,0,0,32233.152,2459.016
2005-01-27 22:00,0,0,0,30822.72,2254.098
2005-01-27 23:00,0,0,0,29634.8,2295.082
2005-01-28 00:00,0,0,0,28763.456,2254.098
2005-01-28 01:00,0,0,0,28263.632,2131.148
2005-01-28 02:00,0,0,0,27991.68,2090.164
2005-01-28 03:00,0,0,0,27824.096,2131.148
2005-01-28 04:00,0,0,0,28699.872,2172.132
2005-01-28 05:00,0,0,0,30473.456,2172.132
2005-01-28 06:00,0,0,0,32126.624,2213.114
2005-01-28 07:00,0.036585,0.073473,0,33491.44,2295.082
2005-01-28 08:00,0.28472800000000004,0.25107399999999996,0,34242.816,2459.016
2005-01-28 09:00,0.438555,0.305474,0.077828,34489.376,2459.016
2005-01-28 10:00,0.521141,0.261306,0.22390500000000002,34107.456,2418.032
2005-01-28 11:00,0.534694,0,0.30808,33577.296,2418.032
2005-01-28 12:00,0.52428,0,0.328718,33034.576,2377.05
2005-01-28 13:00,0.469413,0,0.290524,33115.136,2336.066
2005-01-28 14:00,0.35706400000000005,0,0.130262,33819.488,2295.082
2005-01-28 15:00,0.155775,0,0.020196000000000002,35206.544,2459.016
2005-01-28 16:00,0,0,0,36852.912,2909.836
2005-01-28 17:00,0,0,0,36888.528,2868.852
2005-01-28 18:00,0,0,0,35533.856,2786.886
2005-01-28 19:00,0,0,0,34135.216,2745.902
2005-01-28 20:00,0,0,0,32911.872,2622.95
2005-01-28 21:00,0,0,0,30682.304,2459.016
2005-01-28 22:00,0,0,0,29151.344,2254.098
2005-01-28 23:00,0,0,0,27871.808,2295.082
2005-01-29 00:00,0,0,0,26994.672,2254.098
2005-01-29 01:00,0,0,0,26399.184,2131.148
2005-01-29 02:00,0,0,0,26028.176,2090.164
2005-01-29 03:00,0,0,0,25661.44,2131.148
2005-01-29 04:00,0,0,0,25964.208,2172.132
2005-01-29 05:00,0,0,0,27005.584,2172.132
2005-01-29 06:00,0,0,0,28260.288,2213.114
2005-01-29 07:00,0.034983999999999994,0.098684,0,29662.08,2295.082
2005-01-29 08:00,0.28067800000000004,0.248085,0,30683.664,2459.016
2005-01-29 09:00,0.4423590000000001,0.338144,0.088409,31203.136,2459.016
2005-01-29 10:00,0.5201549999999999,0.33628,0.230983,30916.88,2418.032
2005-01-29 11:00,0.533686,0.21162899999999998,0.310202,30471.072,2418.032
2005-01-29 12:00,0.519562,0.14887799999999998,0.32142600000000005,30228.16,2377.05
2005-01-29 13:00,0.46066,0,0.281805,30083.664,2336.066
2005-01-29 14:00,0.350733,0,0.125374,30888.048,2295.082
2005-01-29 15:00,0.143959,0,0.052958000000000005,32594.304,2459.016
2005-01-29 16:00,0,0,0,34463.6,2909.836
2005-01-29 17:00,0,0,0,35003.952,2868.852
2005-01-29 18:00,0,0,0,34157.92,2786.886
2005-01-29 19:00,0,0,0,33022.288,2745.902
2005-01-29 20:00,0,0,0,31730.816,2622.95
2005-01-29 21:00,0,0,0,29929.856,2459.016
2005-01-29 22:00,0,0,0,28453.12,2254.098
2005-01-29 23:00,0,0,0,27520.448,2295.082
2005-01-30 00:00,0,0,0,26970.352,2254.098
2005-01-30 01:00,0,0,0,26770.624,2131.148
2005-01-30 02:00,0,0,0,27067.328,2090.164
2005-01-30 03:00,0,0,0,28084.928,2131.148
2005-01-30 04:00,0,0,0,30879.984,2172.132
2005-01-30 05:00,0,0,0,34072.512,2172.132
2005-01-30 06:00,0,0,0,35780.368,2213.114
2005-01-30 07:00,0.038955000000000004,0.16802200000000006,0,36556.016,2295.082
2005-01-30 08:00,0.279968,0.204326,0,36800.736,2459.016
2005-01-30 09:00,0.44199700000000003,0.09191,0.078015,36924.016,2459.016
2005-01-30 10:00,0.521357,0,0.222033,36565.184,2418.032
2005-01-30 11:00,0.5374140000000001,0.049225000000000005,0.30428099999999997,36314.464,2418.032
2005-01-30 12:00,0.5283939999999999,0.052326,0.322822,36139.104,2377.05
2005-01-30 13:00,0.47033,0.020301,0.291256,36090.032,2336.066
2005-01-30 14:00,0.361706,0,0.198454,36694.144,2295.082
2005-01-30 15:00,0.155799,0,0.054111999999999986,37946.608,2459.016
2005-01-30 16:00,0,0,0,39166.304,2909.836
2005-01-30 17:00,0,0,0,39133.008,2868.852
2005-01-30 18:00,0,0,0,37549.584,2786.886
2005-01-30 19:00,0,0,0,35841.824,2745.902
2005-01-30 20:00,0,0,0,33935.104,2622.95
2005-01-30 21:00,0,0,0,31658.64,2459.016
2005-01-30 22:00,0,0,0,29812.16,2254.098
2005-01-30 23:00,0,0,0,28692.688,2295.082
2005-01-31 00:00,0,0,0,28055.312,2254.098
2005-01-31 01:00,0,0,0,27797.888,2131.148
2005-01-31 02:00,0,0,0,28041.248,2090.164
2005-01-31 03:00,0,0,0,28944.144,2131.148
2005-01-31 04:00,0,0,0,31462.112,2172.132
2005-01-31 05:00,0,0,0,34506.656,2172.132
2005-01-31 06:00,0,0.001989,0,36175.408,2213.114
2005-01-31 07:00,0,0.170019,0,36727.056,2295.082
2005-01-31 08:00,0.102718,0.23413699999999998,0,36882.272,2459.016
2005-01-31 09:00,0.039597,0.241892,0.082771,36915.904,2459.016
2005-01-31 10:00,0.007954,0.127128,0.224981,36432.064,2418.032
2005-01-31 11:00,0.007394,0.052686,0.305413,36170.064,2418.032
2005-01-31 12:00,0.045837,0.020924,0.331475,35900.688,2377.05
2005-01-31 13:00,0,0,0.30452099999999993,35863.568,2336.066
2005-01-31 14:00,0.005047,0,0.211585,36468.848,2295.082
2005-01-31 15:00,0,0,0.06309,37790.768,2459.016
2005-01-31 16:00,0,0,0,39105.008,2909.836
2005-01-31 17:00,0,0,0,39070.88,2868.852
2005-01-31 18:00,0,0,0,37500.08,2786.886
2005-01-31 19:00,0,0,0,35785.76,2745.902
2005-01-31 20:00,0,0,0,33906.944,2622.95
2005-01-31 21:00,0,0,0,31622.048,2459.016
2005-01-31 22:00,0,0,0,29831.616,2254.098
2005-01-31 23:00,0,0,0,28865.328,2278.688
2005-02-01 00:00,0,0,0,28223.536,2245.902
2005-02-01 01:00,0,0,0,27942.512,2131.148
2005-02-01 02:00,0,0,0,28192.672,2114.754
2005-02-01 03:00,0,0,0,29032.768,2163.934
2005-02-01 04:00,0,0,0,31554.384,2229.508
2005-02-01 05:00,0,0,0,34621.488,2262.296
2005-02-01 06:00,0,0,0,36356.544,2344.262
2005-02-01 07:00,0.066241,0,0,36935.568,2418.032
2005-02-01 08:00,0.308413,0.083407,0,37086.608,2565.574
2005-02-01 09:00,0.4960540000000001,0.118546,0.091748,37144.32,2573.77
2005-02-01 10:00,0.5550039999999999,0.123019,0.231471,36687.264,2549.18
2005-02-01 11:00,0.5736060000000001,0.154152,0.315306,36441.232,2557.378
2005-02-01 12:00,0.5658810000000001,0.113162,0.34313599999999994,36211.664,2532.786
2005-02-01 13:00,0.5261330000000001,0.005865,0.310747,36124.384,2483.606
2005-02-01 14:00,0.41517,0,0.216457,36626.4,2442.622
2005-02-01 15:00,0.179642,0,0.071116,38010.432,2565.574
2005-02-01 16:00,0,0,0,39153.632,2918.032
2005-02-01 17:00,0,0,0,39108.592,2877.05
2005-02-01 18:00,0,0,0,37681.792,2844.262
2005-02-01 19:00,0,0,0,35975.92,2819.672
2005-02-01 20:00,0,0,0,34151.28,2672.132
2005-02-01 21:00,0,0,0,31862.288,2500
2005-02-01 22:00,0,0,0,30125.504,2286.886
2005-02-01 23:00,0,0,0,28978.128,2278.688
2005-02-02 00:00,0,0,0,28303.872,2245.902
2005-02-02 01:00,0,0,0,28022.16,2131.148
2005-02-02 02:00,0,0,0,28191.984,2114.754
2005-02-02 03:00,0,0,0,29082.128,2163.934
2005-02-02 04:00,0,0,0,31500.56,2229.508
2005-02-02 05:00,0,0,0,34422.256,2262.296
2005-02-02 06:00,0,0.00294,0,36065.904,2344.262
2005-02-02 07:00,0.064544,0.20775900000000005,0,36571.744,2418.032
2005-02-02 08:00,0.329742,0.33639300000000005,0,36781.168,2565.574
2005-02-02 09:00,0.481412,0.35134299999999996,0.091267,36883.68,2573.77
2005-02-02 10:00,0.552399,0.29724700000000004,0.232752,36443.856,2549.18
2005-02-02 11:00,0.5741229999999999,0.329876,0.31794900000000004,36262.816,2557.378
2005-02-02 12:00,0.531034,0.22781500000000002,0.347665,36058.288,2532.786
2005-02-02 13:00,0.511365,0.036606,0.303349,36113.28,2483.606
2005-02-02 14:00,0.412832,0,0.214876,36710.112,2442.622
2005-02-02 15:00,0.169407,0,0.072277,37986.944,2565.574
2005-02-02 16:00,0.000544,0,0,39139.312,2918.032
2005-02-02 17:00,0,0,0,39128.64,2877.05
2005-02-02 18:00,0,0,0,37704.272,2844.262
2005-02-02 19:00,0,0,0,35968.928,2819.672
2005-02-02 20:00,0,0,0,34216.56,2672.132
2005-02-02 21:00,0,0,0,31912.576,2500
2005-02-02 22:00,0,0,0,30081.184,2286.886
2005-02-02 23:00,0,0,0,28956.672,2278.688
2005-02-03 00:00,0,0,0,28303.328,2245.902
2005-02-03 01:00,0,0,0,28055.12,2131.148
2005-02-03 02:00,0,0,0,28275.904,2114.754
2005-02-03 03:00,0,0,0,29086.208,2163.934
2005-02-03 04:00,0,0,0,31473.088,2229.508
2005-02-03 05:00,0,0,0,34400.112,2262.296
2005-02-03 06:00,0,0,0,36026.64,2344.262
2005-02-03 07:00,0.016798999999999998,0,0,36569.168,2418.032
2005-02-03 08:00,0.035878,0,0,36808.064,2565.574
2005-02-03 09:00,0.324367,0.050567,0.094296,36869.168,2573.77
2005-02-03 10:00,0.112723,0.041627,0.23774,36432.688,2549.18
2005-02-03 11:00,0.138017,0.19479100000000002,0.321738,36183.504,2557.378
2005-02-03 12:00,0.5070490000000001,0.007288,0.348159,35789.008,2532.786
2005-02-03 13:00,0.249401,0,0.313916,35736.448,2483.606
2005-02-03 14:00,0.114549,0,0.224846,36323.152,2442.622
2005-02-03 15:00,0.058289999999999995,0,0.08069,37614.912,2565.574
2005-02-03 16:00,0,0,0,38681.872,2918.032
2005-02-03 17:00,0,0,0,38462.448,2877.05
2005-02-03 18:00,0,0,0,36985.952,2844.262
2005-02-03 19:00,0,0,0,35347.296,2819.672
2005-02-03 20:00,0,0,0,33787.168,2672.132
2005-02-03 21:00,0,0,0,31722.512,2500
2005-02-03 22:00,0,0,0,30143.648,2286.886
2005-02-03 23:00,0,0,0,28979.68,2278.688
2005-02-04 00:00,0,0,0,28102.304,2245.902
2005-02-04 01:00,0,0,0,27595.728,2131.148
2005-02-04 02:00,0,0,0,27384.848,2114.754
2005-02-04 03:00,0,0,0,27236.272,2163.934
2005-02-04 04:00,0,0,0,28080.256,2229.508
2005-02-04 05:00,0,0,0,29754.688,2262.296
2005-02-04 06:00,0,0.029074000000000006,0,31340.64,2344.262
2005-02-04 07:00,0.057488,0.201306,0,32709.088,2418.032
2005-02-04 08:00,0.328598,0.318852,0,33457.664,2565.574
2005-02-04 09:00,0.4741969999999999,0.344073,0.071616,33736.736,2573.77
2005-02-04 10:00,0.5433330000000001,0.055639,0.240656,33422.816,2549.18
2005-02-04 11:00,0.5650890000000001,0.16584000000000002,0.335701,32896.784,2557.378
2005-02-04 12:00,0.555636,0.06142,0.365265,32546.304,2532.786
2005-02-04 13:00,0.515568,0,0.32860199999999995,32423.408,2483.606
2005-02-04 14:00,0.39961399999999997,0,0.230683,33125.728,2442.622
2005-02-04 15:00,0.167132,0,0.084262,34636.432,2565.574
2005-02-04 16:00,0,0,0,36058.432,2918.032
2005-02-04 17:00,0,0,0,36213.648,2877.05
2005-02-04 18:00,0,0,0,34926.24,2844.262
2005-02-04 19:00,0,0,0,33552.064,2819.672
2005-02-04 20:00,0,0,0,32320.32,2672.132
2005-02-04 21:00,0,0,0,30144.24,2500
2005-02-04 22:00,0,0,0,28768.976,2286.886
2005-02-04 23:00,0,0,0,27563.648,2278.688
2005-02-05 00:00,0,0,0,26709.04,2245.902
2005-02-05 01:00,0,0,0,26114.912,2131.148
2005-02-05 02:00,0,0,0,25788.752,2114.754
2005-02-05 03:00,0,0,0,25461.44,2163.934
2005-02-05 04:00,0,0,0,25799.824,2229.508
2005-02-05 05:00,0,0,0,26752.144,2262.296
2005-02-05 06:00,0,0,0,28094.928,2344.262
2005-02-05 07:00,0.052021000000000005,0,0,29537.84,2418.032
2005-02-05 08:00,0.308367,0.000636,0,30544.704,2565.574
2005-02-05 09:00,0.46129899999999996,0.10854,0.021613000000000004,31086.112,2573.77
2005-02-05 10:00,0.5361269999999999,0.018090000000000002,0.046199000000000004,30847.472,2549.18
2005-02-05 11:00,0.558359,0,0.183443,30498.448,2557.378
2005-02-05 12:00,0.552184,0,0.310551,30331.344,2532.786
2005-02-05 13:00,0.514111,0,0.075696,30211.12,2483.606
2005-02-05 14:00,0.384006,0,0.150375,30816.016,2442.622
