comment,"Heat output in kW per m2 solar field, based on free 2005 DNI data from HelioClim (HC3v2: http://www.soda-is.com/eng/helioclim/index.html), processed with the CSP plant model described by Gauche, P., von Backstrom, T.W. & Brent, A.C., 2011. CSP Modeling Methodology for Macro Decision Making - Emphasis on the Central Receiver Type. In Granada, Spain.","Heat output in kW per m2 solar field, based on free 2005 DNI data from HelioClim (HC3v2: http://www.soda-is.com/eng/helioclim/index.html), processed with the CSP plant model described by Gauche, P., von Backstrom, T.W. & Brent, A.C., 2011. CSP Modeling Methodology for Macro Decision Making - Emphasis on the Central Receiver Type. In Granada, Spain.","Heat output in kW per m2 solar field, based on free 2005 DNI data from HelioClim (HC3v2: http://www.soda-is.com/eng/helioclim/index.html), processed with the CSP plant model described by Gauche, P., von Backstrom, T.W. & Brent, A.C., 2011. CSP Modeling Methodology for Macro Decision Making - Emphasis on the Central Receiver Type. In Granada, Spain.","Time series in kWh based on modified data from the IIASA GAINS model database. Amann, M., et al., Cost-effective control of air quality and greenhouse gases in Europe: Modeling and policy applications. Environmental Modelling & Software, 2011. 26(12): p. 1489-1501.","Time series in kWh based on modified data from the IIASA GAINS model database. Amann, M., et al., Cost-effective control of air quality and greenhouse gases in Europe: Modeling and policy applications. Environmental Modelling & Software, 2011. 26(12): p. 1489-1501."
nodes,region1_1,region1_2,region1_3,region1,region2
techs,csp,csp,csp,demand_power,demand_power
parameters,source_use_max,source_use_max,source_use_max,sink_use_equals,sink_use_equals
timesteps,,,,,
2005-07-08 20:00,0,0,0,25822.976,4098.36
2005-07-08 21:00,0,0,0,23560.304,3688.524
2005-07-08 22:00,0,0,0,22264.496,3360.656
2005-07-08 23:00,0,0,0,21145.856,3073.77
2005-07-09 00:00,0,0,0,20506.832,2950.82
2005-07-09 01:00,0,0,0,20090.592,2991.804
2005-07-09 02:00,0,0,0,19941.824,2868.852
2005-07-09 03:00,0,0,0,20290.608,2991.804
2005-07-09 04:00,0,0.028493,0,21012.672,3114.754
2005-07-09 05:00,0,0.233963,0,22488.64,3278.688
2005-07-09 06:00,0.067803,0.38369899999999996,0,23973.536,3524.59
2005-07-09 07:00,0.319813,0.45448,0.003085,25046.608,3852.46
2005-07-09 08:00,0.47588500000000006,0.505,0.286152,25627.376,4180.328
2005-07-09 09:00,0.5336989999999999,0.50888,0.47293900000000005,25595.392,4508.196
2005-07-09 10:00,0.563415,0.44255,0.515649,25348.544,4672.132
2005-07-09 11:00,0.576928,0.395203,0.5352939999999999,25004.672,4836.066
2005-07-09 12:00,0.575941,0.342082,0.5323100000000001,24873.232,4918.032
2005-07-09 13:00,0.551794,0.277919,0.20645,25156.192,5000
2005-07-09 14:00,0.500339,0.100244,0,25973.136,4959.016
2005-07-09 15:00,0.335043,0.032736999999999995,0.23764899999999997,26355.552,4877.05
2005-07-09 16:00,0.112649,0,0.190605,26670.944,4836.066
2005-07-09 17:00,0,0,0.006371,26813.728,4549.18
2005-07-09 18:00,0,0,0,26560.416,4590.164
2005-07-09 19:00,0,0,0,26647.104,4426.23
2005-07-09 20:00,0,0,0,25455.168,4098.36
2005-07-09 21:00,0,0,0,23696.384,3688.524
2005-07-09 22:00,0,0,0,22438.112,3360.656
2005-07-09 23:00,0,0,0,21674.4,3073.77
2005-07-10 00:00,0,0,0,21254.576,2950.82
2005-07-10 01:00,0,0,0,21345.184,2991.804
2005-07-10 02:00,0,0,0,22293.52,2868.852
2005-07-10 03:00,0,0,0,24515.808,2991.804
2005-07-10 04:00,0,0.028681,0,26993.024,3114.754
2005-07-10 05:00,0,0.23095100000000002,0,29254.864,3278.688
2005-07-10 06:00,0.055817,0.38237899999999997,0.029691000000000002,30714.144,3524.59
2005-07-10 07:00,0.305531,0.45896099999999995,0.22814600000000002,31644.176,3852.46
2005-07-10 08:00,0.470921,0.512846,0.391735,32221.072,4180.328
2005-07-10 09:00,0.538068,0.524766,0.471117,32223.152,4508.196
2005-07-10 10:00,0.5638029999999999,0.509544,0.516419,32130.4,4672.132
2005-07-10 11:00,0.576678,0.48698500000000006,0.534135,31728.096,4836.066
2005-07-10 12:00,0.555829,0.44976700000000003,0.536849,31529.152,4918.032
2005-07-10 13:00,0.534111,0.393359,0.5281520000000001,31626.848,5000
2005-07-10 14:00,0.46570900000000004,0.24544699999999997,0.499445,32086.48,4959.016
2005-07-10 15:00,0.343477,0.051446999999999986,0.447396,31817.552,4877.05
2005-07-10 16:00,0.075956,0,0.336903,31465.568,4836.066
2005-07-10 17:00,0,0,0.14443899999999998,31034.624,4549.18
2005-07-10 18:00,0,0,0,30363.952,4590.164
2005-07-10 19:00,0,0,0,29864.912,4426.23
2005-07-10 20:00,0,0,0,27861.024,4098.36
2005-07-10 21:00,0,0,0,25670.864,3688.524
2005-07-10 22:00,0,0,0,24257.952,3360.656
2005-07-10 23:00,0,0,0,23307.136,3073.77
2005-07-11 00:00,0,0,0,22815.472,2950.82
2005-07-11 01:00,0,0,0,22833.872,2991.804
2005-07-11 02:00,0,0,0,23590.976,2868.852
2005-07-11 03:00,0,0,0,25498.608,2991.804
2005-07-11 04:00,0,0.029406,0,27796.144,3114.754
2005-07-11 05:00,0,0.224555,0,29935.92,3278.688
2005-07-11 06:00,0.039988,0.379764,0.029802,31319.616,3524.59
2005-07-11 07:00,0.2906690000000001,0.4504980000000001,0.226005,32249.616,3852.46
2005-07-11 08:00,0.465237,0.49383900000000003,0.396476,32679.152,4180.328
2005-07-11 09:00,0.531971,0.5228959999999999,0.473409,32558.832,4508.196
2005-07-11 10:00,0.5655979999999999,0.513675,0.5167909999999999,32496.512,4672.132
2005-07-11 11:00,0.57724,0.4897380000000001,0.533227,32098.816,4836.066
2005-07-11 12:00,0.569955,0.45508999999999994,0.536004,31927.52,4918.032
2005-07-11 13:00,0.5439630000000001,0.373616,0.5253140000000001,32100.512,5000
2005-07-11 14:00,0.224432,0.226184,0.49854799999999994,32471.408,4959.016
2005-07-11 15:00,0.244218,0.055361000000000014,0.44470699999999996,32191.712,4877.05
2005-07-11 16:00,0.008487,0,0.335,31704.992,4836.066
2005-07-11 17:00,0,0,0.142381,31180.224,4549.18
2005-07-11 18:00,0,0,0,30486.416,4590.164
2005-07-11 19:00,0,0,0,29989.792,4426.23
2005-07-11 20:00,0,0,0,28068.464,4098.36
2005-07-11 21:00,0,0,0,25869.76,3688.524
2005-07-11 22:00,0,0,0,24480.864,3360.656
2005-07-11 23:00,0,0,0,23568.944,3073.77
2005-07-12 00:00,0,0,0,23031.84,2950.82
2005-07-12 01:00,0,0,0,23069.456,2991.804
2005-07-12 02:00,0,0,0,23764.528,2868.852
2005-07-12 03:00,0,0,0,25698.816,2991.804
2005-07-12 04:00,0,0.023523,0,27890.832,3114.754
2005-07-12 05:00,0,0.225865,0,30021.152,3278.688
2005-07-12 06:00,0.060568,0.376796,0.030061,31392.576,3524.59
2005-07-12 07:00,0.31128500000000003,0.45636099999999996,0.224191,32285.968,3852.46
2005-07-12 08:00,0.46970500000000004,0.51218,0.395511,32768.112,4180.328
2005-07-12 09:00,0.529798,0.515729,0.471125,32678.912,4508.196
2005-07-12 10:00,0.558775,0.501225,0.505346,32626.192,4672.132
2005-07-12 11:00,0.570453,0.4662430000000001,0.531605,32199.664,4836.066
2005-07-12 12:00,0.565454,0.443325,0.533766,32055.568,4918.032
2005-07-12 13:00,0.5414899999999999,0.34974400000000005,0.5217609999999999,32212.96,5000
2005-07-12 14:00,0.49223999999999996,0.21393,0.49241,32591.392,4959.016
2005-07-12 15:00,0.3283780000000001,0.042243,0.43378999999999995,32255.584,4877.05
2005-07-12 16:00,0.109802,0,0.34057199999999993,31807.056,4836.066
2005-07-12 17:00,0,0,0.151885,31364.416,4549.18
2005-07-12 18:00,0,0,0,30628.176,4590.164
2005-07-12 19:00,0,0,0,30203.248,4426.23
2005-07-12 20:00,0,0,0,28241.152,4098.36
2005-07-12 21:00,0,0,0,25959.984,3688.524
2005-07-12 22:00,0,0,0,24582.208,3360.656
2005-07-12 23:00,0,0,0,23635.632,3073.77
2005-07-13 00:00,0,0,0,23146.24,2950.82
2005-07-13 01:00,0,0,0,23109.104,2991.804
2005-07-13 02:00,0,0,0,23848.4,2868.852
2005-07-13 03:00,0,0,0,25716.48,2991.804
2005-07-13 04:00,0,0.035048,0,27920.192,3114.754
2005-07-13 05:00,0,0.226741,0,30065.36,3278.688
2005-07-13 06:00,0.052196999999999986,0.380129,0.026029000000000004,31525.072,3524.59
2005-07-13 07:00,0.302288,0.46104700000000004,0.232366,32442.544,3852.46
2005-07-13 08:00,0.4670030000000001,0.500487,0.383003,32921.392,4180.328
2005-07-13 09:00,0.53098,0.505922,0.47003199999999995,32814.608,4508.196
2005-07-13 10:00,0.562558,0.499387,0.514662,32757.92,4672.132
2005-07-13 11:00,0.574314,0.473537,0.5271569999999999,32360.272,4836.066
2005-07-13 12:00,0.571796,0.43028900000000003,0.5258630000000001,32143.36,4918.032
2005-07-13 13:00,0.537906,0.33331500000000003,0.523141,32330.032,5000
2005-07-13 14:00,0.47011,0.215129,0.495093,32708.416,4959.016
2005-07-13 15:00,0.32474400000000003,0.045711000000000016,0.448612,32351.344,4877.05
2005-07-13 16:00,0.105146,0,0.330125,31818.512,4836.066
2005-07-13 17:00,0,0,0.143885,31313.744,4549.18
2005-07-13 18:00,0,0,0,30676.24,4590.164
2005-07-13 19:00,0,0,0,30172.48,4426.23
2005-07-13 20:00,0,0,0,28231.408,4098.36
2005-07-13 21:00,0,0,0,26084,3688.524
2005-07-13 22:00,0,0,0,24580.416,3360.656
2005-07-13 23:00,0,0,0,23601.552,3073.77
2005-07-14 00:00,0,0,0,23072.176,2950.82
2005-07-14 01:00,0,0,0,22984.624,2991.804
2005-07-14 02:00,0,0,0,23604.416,2868.852
2005-07-14 03:00,0,0,0,25354.704,2991.804
2005-07-14 04:00,0,0.017844000000000002,0,27489.92,3114.754
2005-07-14 05:00,0,0.22249400000000005,0,29527.744,3278.688
2005-07-14 06:00,0.046194,0.375075,0.025483,30781.6,3524.59
2005-07-14 07:00,0.29643400000000003,0.451489,0.2276,31651.552,3852.46
2005-07-14 08:00,0.462792,0.49616099999999996,0.384864,32108.272,4180.328
2005-07-14 09:00,0.52889,0.49964200000000003,0.46291400000000005,32013.632,4508.196
2005-07-14 10:00,0.56177,0.495807,0.510731,31724.656,4672.132
2005-07-14 11:00,0.5749500000000001,0.46735600000000005,0.529165,31186.736,4836.066
2005-07-14 12:00,0.569523,0.413413,0.532141,30975.168,4918.032
2005-07-14 13:00,0.5435209999999999,0.352885,0.52278,31172.992,5000
2005-07-14 14:00,0.48594499999999996,0.217689,0.47911099999999995,31571.04,4959.016
2005-07-14 15:00,0.32466700000000004,0,0.432939,31276.272,4877.05
2005-07-14 16:00,0.096322,0,0.33680400000000005,30776.464,4836.066
2005-07-14 17:00,0,0,0.14659799999999998,30282.032,4549.18
2005-07-14 18:00,0,0,0,29495.904,4590.164
2005-07-14 19:00,0,0,0,29099.408,4426.23
2005-07-14 20:00,0,0,0,27424.544,4098.36
2005-07-14 21:00,0,0,0,25398.048,3688.524
2005-07-14 22:00,0,0,0,24121.856,3360.656
2005-07-14 23:00,0,0,0,23134.496,3073.77
2005-07-15 00:00,0,0,0,22457.952,2950.82
2005-07-15 01:00,0,0,0,22120.448,2991.804
2005-07-15 02:00,0,0,0,22126.128,2868.852
2005-07-15 03:00,0,0,0,22944.528,2991.804
2005-07-15 04:00,0,0,0,24233.584,3114.754
2005-07-15 05:00,0,0.094085,0,26046.288,3278.688
2005-07-15 06:00,0.059109,0.3753880000000001,0.024491,27621.36,3524.59
2005-07-15 07:00,0.268453,0.4660490000000001,0.22572199999999998,28608.624,3852.46
2005-07-15 08:00,0.437829,0.495142,0.38562399999999997,29001.328,4180.328
2005-07-15 09:00,0.47506499999999996,0.44797600000000004,0.45734,28832.848,4508.196
2005-07-15 10:00,0.441111,0.31932599999999994,0.503162,28333.472,4672.132
2005-07-15 11:00,0.5644730000000001,0.12623700000000002,0.525524,27809.728,4836.066
2005-07-15 12:00,0.46997700000000003,0,0.5291889999999999,27548.944,4918.032
2005-07-15 13:00,0.063509,0.054449000000000004,0.5198330000000001,27756.976,5000
2005-07-15 14:00,0.01874,0.012145,0.489159,28379.728,4959.016
2005-07-15 15:00,0.25259099999999995,0,0.431217,28367.392,4877.05
2005-07-15 16:00,0.055845000000000006,0,0.321977,28341.44,4836.066
2005-07-15 17:00,0,0,0.15304600000000002,28256.112,4549.18
2005-07-15 18:00,0,0,0,27850.4,4590.164
2005-07-15 19:00,0,0,0,27700.224,4426.23
2005-07-15 20:00,0,0,0,26170.688,4098.36
2005-07-15 21:00,0,0,0,23965.376,3688.524
2005-07-15 22:00,0,0,0,22716.368,3360.656
2005-07-15 23:00,0,0,0,21580.976,3073.77
2005-07-16 00:00,0,0,0,20908.896,2950.82
2005-07-16 01:00,0,0,0,20464.176,2991.804
2005-07-16 02:00,0,0,0,20290.32,2868.852
2005-07-16 03:00,0,0,0,20585.36,2991.804
2005-07-16 04:00,0,0.027351,0,21305.92,3114.754
2005-07-16 05:00,0,0.21911900000000006,0,22766.944,3278.688
2005-07-16 06:00,0.041592000000000004,0.371306,0.024006,24229.792,3524.59
2005-07-16 07:00,0.297996,0.4527519999999999,0.22345900000000002,25216.384,3852.46
2005-07-16 08:00,0.4686090000000001,0.493482,0.3781040000000001,25755.6,4180.328
2005-07-16 09:00,0.5305770000000001,0.5069819999999999,0.46633,25815.408,4508.196
2005-07-16 10:00,0.5608099999999999,0.11742000000000001,0.508311,25652.912,4672.132
2005-07-16 11:00,0.5734750000000001,0.25543499999999997,0.5274059999999999,25320.192,4836.066
2005-07-16 12:00,0.566826,0.29985500000000004,0.5311600000000001,25124.352,4918.032
2005-07-16 13:00,0.542154,0.297866,0.517861,25387.568,5000
2005-07-16 14:00,0.49365299999999995,0,0.489176,26148.896,4959.016
2005-07-16 15:00,0.33275,0,0.433475,26399.184,4877.05
2005-07-16 16:00,0.112797,0,0.336251,26762.912,4836.066
2005-07-16 17:00,0,0,0.150783,27132.272,4549.18
2005-07-16 18:00,0,0,0,27154.304,4590.164
2005-07-16 19:00,0,0,0,27286.32,4426.23
2005-07-16 20:00,0,0,0,25661.104,4098.36
2005-07-16 21:00,0,0,0,23913.872,3688.524
2005-07-16 22:00,0,0,0,22700.192,3360.656
2005-07-16 23:00,0,0,0,21949.264,3073.77
2005-07-17 00:00,0,0,0,21546.8,2950.82
2005-07-17 01:00,0,0,0,21594.656,2991.804
2005-07-17 02:00,0,0,0,22497.616,2868.852
2005-07-17 03:00,0,0,0,24594.592,2991.804
2005-07-17 04:00,0,0.025106,0,26934.144,3114.754
2005-07-17 05:00,0,0.219349,0,29162.8,3278.688
2005-07-17 06:00,0.047017,0.375321,0,30650.56,3524.59
2005-07-17 07:00,0.30464600000000003,0.44718900000000006,0.14328200000000002,31657.472,3852.46
2005-07-17 08:00,0.466423,0.4891869999999999,0.35216000000000003,32197.728,4180.328
2005-07-17 09:00,0.529281,0.5207470000000001,0.404316,32227.472,4508.196
2005-07-17 10:00,0.5575610000000001,0.5442250000000001,0.47618599999999994,32240.096,4672.132
2005-07-17 11:00,0.568971,0.522506,0.474475,31808.608,4836.066
2005-07-17 12:00,0.5663380000000001,0.48646999999999996,0.393204,31639.024,4918.032
2005-07-17 13:00,0.53965,0.385373,0.206224,31735.28,5000
2005-07-17 14:00,0.49181,0.254967,0.275821,32155.296,4959.016
2005-07-17 15:00,0.33355999999999997,0.046873000000000005,0.343634,31783.52,4877.05
2005-07-17 16:00,0.116302,0,0.319685,31379.664,4836.066
2005-07-17 17:00,0,0,0.144551,30987.824,4549.18
2005-07-17 18:00,0,0,0,30377.056,4590.164
2005-07-17 19:00,0,0,0,29845.792,4426.23
2005-07-17 20:00,0,0,0,27931.216,4098.36
2005-07-17 21:00,0,0,0,25770.56,3688.524
2005-07-17 22:00,0,0,0,24368.944,3360.656
2005-07-17 23:00,0,0,0,23452.112,3073.77
2005-07-18 00:00,0,0,0,22945.504,2950.82
2005-07-18 01:00,0,0,0,22928.176,2991.804
2005-07-18 02:00,0,0,0,23624.32,2868.852
2005-07-18 03:00,0,0,0,25493.904,2991.804
2005-07-18 04:00,0,0.022876,0,27680.08,3114.754
2005-07-18 05:00,0,0.214873,0,29745.856,3278.688
2005-07-18 06:00,0.061347000000000006,0.368293,0.020516999999999997,31151.936,3524.59
2005-07-18 07:00,0.31462199999999996,0.445881,0.217921,32063.76,3852.46
2005-07-18 08:00,0.4703230000000001,0.491184,0.391459,32546.592,4180.328
2005-07-18 09:00,0.536114,0.529392,0.46598999999999996,32425.552,4508.196
2005-07-18 10:00,0.566943,0.5256890000000001,0.510605,32382.448,4672.132
2005-07-18 11:00,0.577067,0.496907,0.526467,31987.024,4836.066
2005-07-18 12:00,0.573394,0.458145,0.529638,31881.424,4918.032
2005-07-18 13:00,0.5480689999999999,0.24475,0.5189830000000001,32088.816,5000
2005-07-18 14:00,0.502865,0.068005,0.4902619999999999,32478.992,4959.016
2005-07-18 15:00,0.339635,0.042175,0.44254099999999996,32126.432,4877.05
2005-07-18 16:00,0.119569,0,0.33545,31657.568,4836.066
2005-07-18 17:00,0,0,0.14266299999999998,31166.288,4549.18
2005-07-18 18:00,0,0,0,30549.552,4590.164
2005-07-18 19:00,0,0,0,29987.424,4426.23
2005-07-18 20:00,0,0,0,28056.912,4098.36
2005-07-18 21:00,0,0,0,25909.664,3688.524
2005-07-18 22:00,0,0,0,24558.192,3360.656
2005-07-18 23:00,0,0,0,23654.704,3073.77
2005-07-19 00:00,0,0,0,23148.272,2950.82
2005-07-19 01:00,0,0,0,23127.216,2991.804
2005-07-19 02:00,0,0,0,23834.624,2868.852
2005-07-19 03:00,0,0,0,25691.728,2991.804
2005-07-19 04:00,0,0,0,27828.896,3114.754
2005-07-19 05:00,0,0.210642,0,29890.688,3278.688
2005-07-19 06:00,0.059647000000000006,0.367766,0.019936000000000002,31296.912,3524.59
2005-07-19 07:00,0.31252099999999994,0.44344399999999995,0.217292,32230.672,3852.46
2005-07-19 08:00,0.4694930000000001,0.497924,0.384748,32701.76,4180.328
2005-07-19 09:00,0.5347149999999999,0.5259780000000001,0.463408,32589.792,4508.196
2005-07-19 10:00,0.5648730000000001,0.516333,0.5073799999999999,32463.504,4672.132
2005-07-19 11:00,0.576415,0.49555600000000005,0.526546,32038.912,4836.066
2005-07-19 12:00,0.5697800000000001,0.464792,0.5297609999999999,31898.656,4918.032
2005-07-19 13:00,0.549712,0.407851,0.519755,32107.248,5000
2005-07-19 14:00,0.498669,0.252704,0.491648,32504.08,4959.016
2005-07-19 15:00,0.337589,0.047089,0.43829399999999996,32212.192,4877.05
2005-07-19 16:00,0.121428,0,0.333289,31849.392,4836.066
2005-07-19 17:00,0,0,0.137381,31416.64,4549.18
2005-07-19 18:00,0,0,0,30834.464,4590.164
2005-07-19 19:00,0,0,0,30366.96,4426.23
2005-07-19 20:00,0,0,0,28315.072,4098.36
2005-07-19 21:00,0,0,0,26126.704,3688.524
2005-07-19 22:00,0,0,0,24739.024,3360.656
2005-07-19 23:00,0,0,0,23817.824,3073.77
2005-07-20 00:00,0,0,0,23319.12,2950.82
2005-07-20 01:00,0,0,0,23258.56,2991.804
2005-07-20 02:00,0,0,0,23978.24,2868.852
2005-07-20 03:00,0,0,0,25813.552,2991.804
2005-07-20 04:00,0,0.021287999999999998,0,27963.488,3114.754
2005-07-20 05:00,0,0.210383,0,30045.856,3278.688
2005-07-20 06:00,0.053635,0.36841,0.016381,31525.888,3524.59
2005-07-20 07:00,0.306356,0.444096,0.21678699999999998,32466.848,3852.46
2005-07-20 08:00,0.46456499999999995,0.500522,0.378173,32918.384,4180.328
2005-07-20 09:00,0.531201,0.521026,0.4596319999999999,32803.936,4508.196
2005-07-20 10:00,0.5606899999999999,0.514729,0.5023029999999999,32747.92,4672.132
2005-07-20 11:00,0.568956,0.484775,0.5207959999999999,32336.928,4836.066
2005-07-20 12:00,0.564587,0.450376,0.524645,32221.6,4918.032
2005-07-20 13:00,0.5393300000000001,0.36437600000000003,0.5113880000000001,32474.272,5000
2005-07-20 14:00,0.491022,0.231963,0.480741,32939.296,4959.016
2005-07-20 15:00,0.330935,0.048685,0.42582700000000007,32575.232,4877.05
2005-07-20 16:00,0.111466,0,0.32431400000000005,32110.368,4836.066
2005-07-20 17:00,0,0,0.138594,31707.168,4549.18
2005-07-20 18:00,0,0,0,31088.688,4590.164
2005-07-20 19:00,0,0,0,30604.976,4426.23
2005-07-20 20:00,0,0,0,28574.448,4098.36
2005-07-20 21:00,0,0,0,26362.928,3688.524
2005-07-20 22:00,0,0,0,24842.512,3360.656
2005-07-20 23:00,0,0,0,23864.656,3073.77
2005-07-21 00:00,0,0,0,23337.808,2950.82
2005-07-21 01:00,0,0,0,23314.992,2991.804
2005-07-21 02:00,0,0,0,24023.856,2868.852
2005-07-21 03:00,0,0,0,25798.128,2991.804
2005-07-21 04:00,0,0.016399999999999998,0,27938.976,3114.754
2005-07-21 05:00,0,0.210305,0,29977.808,3278.688
2005-07-21 06:00,0.054366000000000005,0.367483,0.017347,31374.8,3524.59
2005-07-21 07:00,0.30249499999999996,0.445763,0.210686,32343.968,3852.46
2005-07-21 08:00,0.4639880000000001,0.49695200000000006,0.379449,32795.056,4180.328
2005-07-21 09:00,0.5270840000000001,0.5226519999999999,0.461857,32655.456,4508.196
2005-07-21 10:00,0.5571520000000001,0.52303,0.509759,32496.992,4672.132
2005-07-21 11:00,0.5688099999999999,0.487716,0.526991,32033.584,4836.066
2005-07-21 12:00,0.5639700000000001,0.456041,0.52835,31840.752,4918.032
2005-07-21 13:00,0.537378,0.35167800000000005,0.509825,32053.712,5000
2005-07-21 14:00,0.485879,0.233585,0.48441000000000006,32481.76,4959.016
2005-07-21 15:00,0.32628,0.045375,0.43264600000000003,32133.456,4877.05
2005-07-21 16:00,0.112276,0,0.312016,31632.384,4836.066
2005-07-21 17:00,0,0,0.10298899999999997,31088.304,4549.18
2005-07-21 18:00,0,0,0,30420.832,4590.164
2005-07-21 19:00,0,0,0,29876.272,4426.23
2005-07-21 20:00,0,0,0,28032.304,4098.36
2005-07-21 21:00,0,0,0,25970.032,3688.524
2005-07-21 22:00,0,0,0,24692.784,3360.656
2005-07-21 23:00,0,0,0,23655.28,3073.77
2005-07-22 00:00,0,0,0,22941.424,2950.82
2005-07-22 01:00,0,0,0,22651.856,2991.804
2005-07-22 02:00,0,0,0,22702.768,2868.852
2005-07-22 03:00,0,0,0,23499.584,2991.804
2005-07-22 04:00,0,0.011688,0,24756.112,3114.754
2005-07-22 05:00,0,0.21055,0,26514.112,3278.688
2005-07-22 06:00,0.053903,0.36618,0.015107999999999996,28083.024,3524.59
2005-07-22 07:00,0.302093,0.442557,0.21248899999999998,29017.584,3852.46
2005-07-22 08:00,0.46667299999999995,0.494381,0.370452,29443.632,4180.328
2005-07-22 09:00,0.530806,0.521882,0.463997,29224.832,4508.196
2005-07-22 10:00,0.562178,0.5156519999999999,0.513246,28840.576,4672.132
2005-07-22 11:00,0.573249,0.48763900000000004,0.5344800000000001,28301.584,4836.066
2005-07-22 12:00,0.5689770000000001,0.455186,0.538312,28043.76,4918.032
2005-07-22 13:00,0.5450010000000001,0.369126,0.5065649999999999,28302.608,5000
2005-07-22 14:00,0.494122,0.220599,0.42004600000000003,28986.56,4959.016
2005-07-22 15:00,0.33811800000000003,0.00426,0.4260080000000001,29002.528,4877.05
2005-07-22 16:00,0.115438,0,0.27464799999999995,28960.496,4836.066
2005-07-22 17:00,0,0,0.129673,28769.52,4549.18
2005-07-22 18:00,0,0,0,28419.328,4590.164
2005-07-22 19:00,0,0,0,28165.68,4426.23
2005-07-22 20:00,0,0,0,26463.984,4098.36
2005-07-22 21:00,0,0,0,24286.192,3688.524
2005-07-22 22:00,0,0,0,23037.424,3360.656
2005-07-22 23:00,0,0,0,21946.304,3073.77
2005-07-23 00:00,0,0,0,21264.032,2950.82
2005-07-23 01:00,0,0,0,20863.232,2991.804
2005-07-23 02:00,0,0,0,20744.128,2868.852
2005-07-23 03:00,0,0,0,20995.392,2991.804
2005-07-23 04:00,0,0,0,21637.376,3114.754
2005-07-23 05:00,0,0.204775,0,23062.464,3278.688
2005-07-23 06:00,0.048843,0.364142,0.018633,24484.608,3524.59
2005-07-23 07:00,0.305888,0.44239700000000004,0.212116,25484.592,3852.46
2005-07-23 08:00,0.47177700000000006,0.488938,0.363412,26013.136,4180.328
2005-07-23 09:00,0.532818,0.498306,0.458271,26075.504,4508.196
2005-07-23 10:00,0.562246,0.49873100000000004,0.5094390000000001,25952.272,4672.132
2005-07-23 11:00,0.5713959999999999,0.470901,0.5286709999999999,25649.84,4836.066
2005-07-23 12:00,0.5643530000000001,0.435571,0.530015,25512.304,4918.032
2005-07-23 13:00,0.543017,0.39729,0.523328,25847.632,5000
2005-07-23 14:00,0.4914930000000001,0.238195,0.4866880000000001,26583.92,4959.016
2005-07-23 15:00,0.326171,0.039312,0.4282030000000001,26873.328,4877.05
2005-07-23 16:00,0.11028800000000001,0,0.321709,27181.184,4836.066
2005-07-23 17:00,0,0,0.130066,27492.4,4549.18
2005-07-23 18:00,0,0,0,27623.552,4590.164
2005-07-23 19:00,0,0,0,27655.184,4426.23
2005-07-23 20:00,0,0,0,25988.096,4098.36
2005-07-23 21:00,0,0,0,24184.368,3688.524
2005-07-23 22:00,0,0,0,22965.392,3360.656
2005-07-23 23:00,0,0,0,22220.08,3073.77
2005-07-24 00:00,0,0,0,21774.192,2950.82
2005-07-24 01:00,0,0,0,21940.528,2991.804
2005-07-24 02:00,0,0,0,22860.512,2868.852
2005-07-24 03:00,0,0,0,24914.928,2991.804
2005-07-24 04:00,0,0,0,27220.304,3114.754
2005-07-24 05:00,0,0.20368400000000006,0,29403.248,3278.688
2005-07-24 06:00,0.049206,0.3611180000000001,0.012053,30920.224,3524.59
2005-07-24 07:00,0.29721499999999995,0.44141099999999994,0.200295,31959.504,3852.46
2005-07-24 08:00,0.460514,0.499157,0.376736,32523.84,4180.328
2005-07-24 09:00,0.530154,0.5162859999999999,0.4614380000000001,32546.208,4508.196
2005-07-24 10:00,0.561524,0.48953,0.501538,32526.752,4672.132
2005-07-24 11:00,0.570746,0.4723169999999999,0.522651,32090.224,4836.066
2005-07-24 12:00,0.5650790000000001,0.440386,0.524807,31870.16,4918.032
2005-07-24 13:00,0.5391520000000001,0.366155,0.5155609999999999,32042.272,5000
2005-07-24 14:00,0.486434,0.234145,0.490079,32450.352,4959.016
2005-07-24 15:00,0.320259,0.043531000000000014,0.434447,32134.144,4877.05
2005-07-24 16:00,0.10325999999999999,0,0.329918,31777.792,4836.066
2005-07-24 17:00,0,0,0.130589,31356.512,4549.18
2005-07-24 18:00,0,0,0,30759.424,4590.164
2005-07-24 19:00,0,0,0,30185.2,4426.23
2005-07-24 20:00,0,0,0,28169.424,4098.36
2005-07-24 21:00,0,0,0,26008.48,3688.524
2005-07-24 22:00,0,0,0,24569.2,3360.656
2005-07-24 23:00,0,0,0,23685.856,3073.77
2005-07-25 00:00,0,0,0,23197.744,2950.82
2005-07-25 01:00,0,0,0,23189.92,2991.804
2005-07-25 02:00,0,0,0,23953.2,2868.852
2005-07-25 03:00,0,0,0,25729.888,2991.804
2005-07-25 04:00,0,0.004616,0,27875.632,3114.754
2005-07-25 05:00,0,0.19956300000000002,0,29911.456,3278.688
2005-07-25 06:00,0.050731,0.36139899999999997,0.010754,31363.6,3524.59
2005-07-25 07:00,0.302766,0.439159,0.195045,32342.8,3852.46
2005-07-25 08:00,0.468167,0.483757,0.373903,32802.72,4180.328
2005-07-25 09:00,0.533319,0.5211549999999999,0.464593,32772.336,4508.196
