,X1,X2,X3
420,-2.812738438,-186.2240878,-20.12345523
421,-2.553712296,-188.4451254,-14.37271478
422,-2.466644003,-188.6149431,-13.57611548
423,-2.314645174,-191.3540046,-11.29705122
424,-2.331389346,-162.1659257,-16.00351569
425,-2.955257989,-212.2571481,-20.06429388
426,-2.452192832,-343.3644167,-28.09296262
427,-2.331825119,-280.3911499,-29.79917026
428,-2.262056724,-259.2413607,-35.11392687
429,-2.346999726,-357.9421307,-36.51601556
430,-2.449995518,-300.5789927,-0.860354541
431,-2.595365177,-206.0968207,-0.0156
432,-2.836783593,-146.4558936,-0.860354584
433,-3.100837686,-113.5007715,-0.0156
434,-3.183695179,-101.0689821,-0.860350175
435,-3.25225791,-94.83581936,-0.0156
436,-3.355732789,-116.3251443,-0.860352569
437,-3.542460964,-182.1380241,-0.0156
438,-3.747260126,-302.2802479,-64.39996784
439,-4.004174133,-416.5256853,-51.64560437
440,-3.709226813,-340.2927019,-29.27749755
441,-3.207785102,-282.5866286,-16.2778379
442,-3.206349786,-227.5987441,-11.76488307
443,-2.085935064,-174.9616644,-10.52992747
444,-1.551461242,-166.5777856,-11.92606149
445,-1.334865307,-150.9509571,-9.089107668
446,-1.309516266,-147.7302139,-7.566501891
447,-1.41712405,-149.1212199,-9.050542731
448,-1.533937783,-128.8152411,-10.97249424
449,-2.342197489,-200.4434974,-15.88457322
450,-1.866653631,-326.3959815,-21.65467955
451,-1.803104901,-260.4088368,-23.78387561
452,-1.951359069,-267.1227334,-29.55486218
453,-2.180529825,-391.8231735,-32.40995199
454,-2.398377705,-324.9101648,-0.0156
455,-2.797642477,-258.1373431,-0.860350229
456,-2.940833495,-125.6186706,-0.0156
457,-3.095950608,-94.07158285,-0.860352756
458,-3.230106449,-94.54057239,-0.0156
459,-3.352858986,-87.47135545,-0.0156
460,-3.463019988,-111.4007713,-0.860354293
461,-3.633868862,-178.8592119,-0.860461835
462,-3.808907011,-300.1886119,-58.09725058
463,-3.841698648,-443.1307436,-48.9125807
464,-3.816913937,-383.6770098,-28.71192565
465,-3.863527914,-314.9594066,-25.9209365
466,-4.706434734,-273.9650139,-24.38441963
467,-3.901905264,-224.1594575,-22.19962227
468,-3.423256634,-213.6711107,-20.28591494
469,-2.786248928,-222.193956,-11.66718637
470,-2.674238043,-219.2478853,-10.43797334
471,-2.577917943,-218.4446572,-10.16645969
472,-2.634525097,-184.9928234,-14.48531501
473,-3.335043474,-232.1133045,-19.40974506
474,-2.691469358,-349.937732,-25.39084193
475,-2.590445253,-308.9481167,-27.23669244
476,-2.625063245,-306.6005771,-33.37559615
477,-2.904036489,-392.12842,-38.79169526
478,-3.223874381,-329.1275858,-0.86035427
479,-3.32829331,-240.0174504,-0.0156
480,-3.516419178,-123.3733415,-0.0156
481,-3.67359397,-93.07642173,-0.860354838
482,-3.730828046,-91.01506468,-0.0156
483,-3.861149025,-91.19669745,-0.860350514
484,-3.963401514,-112.1859167,-0.0156
485,-4.149616317,-134.235371,-0.860458991
486,-4.36052388,-181.8149112,-70.67125175
487,-4.462331616,-371.0975864,-66.71281272
488,-4.569892039,-518.0819021,-56.40313096
489,-4.314870294,-398.1616849,-46.13886467
490,-4.604372884,-328.3148413,-34.09480667
491,-3.591917719,-276.4382816,-26.84314903
492,-3.311268198,-235.6979303,-28.58713665
493,-3.078260483,-224.116914,-28.55082946
494,-2.681901586,-211.9899059,-34.57939863
495,-2.549828219,-222.2947731,-33.87984037
496,-2.622547439,-187.006868,-39.91394281
497,-3.473810752,-235.9480721,-49.93177883
498,-2.943879106,-268.2603153,-0.0156
499,-2.922854477,-306.2621254,-0.860432314
500,-3.097835595,-309.1458668,-0.0156
501,-3.381219635,-320.4304195,-0.860491487
502,-3.544671784,-416.0412866,-0.0156
503,-3.803561464,-300.0238028,-0.860354597
504,-4.12094181,-126.7882401,-0.0156
505,-4.511199796,-100.7583387,-0.860316957
506,-4.733889157,-93.38709831,-0.0156
507,-4.908806216,-95.99535411,-0.860316108
508,-5.046681625,-116.0489147,-0.0156
509,-5.215114238,-138.5084873,-1.961793716
510,-5.392759192,-190.0377789,-2.930166555
511,-5.859095109,-390.2352095,-4.905955572
512,-5.335101497,-526.9712237,-3.082895754
513,-4.99018166,-408.9056948,-0.0156
514,-5.543397024,-334.6669041,-0.860317277
515,-4.391227691,-285.5541601,-0.0156
516,-3.888097666,-225.3714952,-0.860386237
517,-3.351470405,-195.422533,-0.0156
518,-3.142346962,-197.4604133,-0.860437756
519,-3.058197161,-213.1702619,-0.0156
520,-2.977273863,-180.1816286,-0.860317288
521,-3.569762913,-202.1516248,-0.0156
522,-3.510831005,-219.2337172,-0.860317226
523,-2.826277491,-270.8659157,-0.0156
524,-2.613304558,-274.9615391,-0.860316674
525,-2.659131209,-301.8222031,-0.0156
526,-2.743786168,-400.2189071,-0.0156
527,-2.948048922,-299.159236,-0.860314306
528,-3.117857887,-129.3630238,-0.0156
529,-3.285338302,-96.8475366,-0.860354453
530,-3.410919487,-92.30848135,-2.697614908
531,-3.518833366,-93.76234699,-3.641995337
532,-3.630998911,-113.028055,-2.87487998
533,-3.813322198,-180.3975109,-3.749722166
534,-4.019997431,-301.800871,-120.4147882
535,-4.403113533,-456.2284796,-95.65439645
536,-4.030884792,-363.868581,-58.36460637
537,-3.951721414,-301.9005755,-50.06212848
538,-4.537896987,-244.2626375,-45.07492828
539,-3.859097112,-203.313153,-38.35695294
540,-3.2519258,-194.8044373,-38.34170499
541,-3.126968993,-189.0142163,-30.06784132
542,-3.015849343,-194.8756682,-27.78552114
543,-2.905625049,-198.3093834,-26.60504581
544,-2.889434578,-186.1704904,-26.95310625
545,-3.507178374,-233.8065927,-31.53625169
546,-2.794639378,-352.0712943,-43.67486229
547,-2.627799504,-305.6652072,-44.66041129
548,-2.597745923,-305.0624703,-52.91404313
549,-2.638934619,-387.1539517,-51.27085628
550,-2.724495027,-311.5579094,-0.860435482
551,-2.878249733,-219.8136431,-0.0156
552,-3.008521918,-134.1256403,-0.860354743
553,-3.150609719,-100.2103994,-0.0156
554,-3.276758362,-94.21133542,-0.860355135
555,-3.378534939,-90.57514906,-0.0156
556,-3.497014209,-113.6138857,-0.860351509
557,-3.777883714,-185.3038581,-0.0156
558,-4.427715076,-299.978286,-82.28415903
559,-4.199066775,-461.694586,-68.8586342
560,-4.183881484,-392.6332663,-43.13445246
561,-4.133935781,-321.3817692,-35.39644614
562,-4.173042047,-282.6070643,-33.17118577
563,-4.136992961,-249.279195,-32.53187797
564,-3.798772927,-243.1382429,-29.97766795
565,-3.448379964,-242.8057872,-20.61009533
566,-3.288382777,-239.4129688,-17.95898937
567,-3.079305026,-236.7348327,-14.39145948
568,-3.07665421,-202.1250228,-17.36798444
569,-3.784497665,-252.2208175,-24.27460475
570,-3.057649736,-366.5751864,-31.22871572
571,-2.943992383,-300.9295905,-34.19506289
572,-2.958057749,-301.4784753,-42.51908267
573,-3.171658304,-396.7228108,-48.69415029
574,-3.338841098,-329.9269925,-0.0156
575,-3.53600019,-241.4788573,-0.860355165
576,-3.915601608,-125.0199286,-0.0156
577,-4.09777092,-99.86960331,-0.860351349
578,-4.239625628,-92.90516066,-0.0156
579,-4.360961984,-91.43639341,-0.860353778
580,-4.583762846,-116.4945082,-0.0156
581,-4.794622615,-186.2875934,-0.860459541
582,-5.035584143,-304.7454354,-84.42185965
583,-5.573026923,-485.3985351,-85.58456742
584,-5.224880475,-421.0420689,-57.11169205
585,-5.062366065,-344.3796103,-46.25374318
586,-5.319157453,-300.8842171,-30.88645467
587,-4.365004015,-249.1635298,-23.98290138
588,-3.861276471,-245.5453148,-26.20714874
589,-3.440903009,-240.1133471,-18.68470678
590,-3.362499193,-244.5490913,-18.9834
591,-3.050553807,-225.3621746,-16.99767621
592,-3.128754149,-203.0436464,-19.29452523
593,-3.852928019,-256.2314284,-23.88878446
594,-3.141614002,-370.5920911,-31.52334518
595,-2.940744291,-298.8994412,-32.54408159
596,-2.90596728,-295.7894205,-38.11668539
597,-3.046190429,-390.2105282,-41.43178524
598,-3.118154823,-320.638855,-0.860432078
599,-3.222703321,-226.7913352,-0.0156
600,-3.388515722,-121.9213034,-0.860354598
601,-3.543113851,-96.64266879,-0.0156
602,-3.630157302,-89.64253072,-0.86035538
603,-3.741877264,-88.07536091,-0.0156
604,-3.849834543,-112.8116029,-0.860351058
605,-4.009774479,-181.6210433,-0.0156
606,-4.178265804,-301.6268605,-71.18236411
607,-4.550444553,-458.4394623,-58.53524089
608,-4.280627769,-387.6720913,-35.21975449
609,-4.132708794,-300.1645247,-29.99116741
610,-4.655293666,-261.5147286,-25.31950845
611,-4.021408724,-225.4715302,-25.50944743
612,-3.716172892,-207.2319852,-27.3500774
